 __label__8, 人 狼 なんて いる わけ ない じゃん 。 みんな 大げさ だ なあ 
 __label__9, 箱 が つかえ なく て 参加 でき なかっ た ん です 、 昨日 は 本当に ごめんなさい な の です 、 めそ 。 >> 157 なぜ 霊 確定 する と おもっ た の です か ？ 正直 初日 5 CO だろ う と 狼 不利 と は 言え ない 編成 に なっ た ので 、 霊 ２ CO は かなり ありえる と おもっ て い た の です が 。 >> 170 思っ て い ます 。 狂人 の 可能 性 が あれ ど 、 占い師 と 違っ て 吊り 縄 を 使う こと で しか 能力 が 発揮 でき ない 霊 能力 者 が 確定 し ない 状態 で 落とせる 情報 は 多く あり ませ ん 
 __label__9, それなら 灰 の 発言 や 情報 が 増え ず に 灰 吊り を し て 白 だし て しまう より 、 私 が 狼 側 1 人 を 道連れ に し て 退場 する ほう が 得策 だ と 思う の です よ 。 霊 に 狂人 が 騙る 可能 性 も （ 騙り 難易 度 が 高い と は いえ ） この 編成 なら ある と は 思い まし た 、 でも 上記 の 理由 と それ を 比べ た とき に 、 初回 から 霊 ロラ を し て いく ほう が いい だろ う と 結論づけ た の です 、 まる 。 
 __label__5, >> 257 寡黙 だっ た の です けど 、 その なか に 能力 者 が 入っ て いる の が 気 に なる の です よ ～ 特に 理由 は ない の です か ？ 
 __label__5, 忘れ とっ た 。 >> 231 [ 青 ] 多数決 で 不正 に 自 占 を 行っ て いる と の こと について 。 あの 集計 段階 で [ 老 ● 屋 旅 神 ○][ 屋 ● 老 旅 青 ○ 神 ] じゃっ た 。 で 、 単純 に 見れ ば [ 老 3 * 2 = 6 票 
 __label__5, カタリナ ＞ これ は 単純 に 発言 数 の 少ない 人 を 挙げ て み た だけ よ >> 257 気 に なる 、 っていう の は どの 辺 が 気 に なっ た の かしら ？ 
 __label__9, >> 262 寡黙 の ひと を 上げる の は 、 基本 的 に 寡黙 吊り を 範疇 に いれる から 、 だ と おもう の です 。 その 寡黙 を あげる とき に 、 なぜ 灰 の なか から 探す の で は なく 、 能力 者 を 含め た の か が 気 に なっ た の です 。 
 __label__5, ■ 3 . これ だけ 能力 者 が 寡黙 だ と 悩む よ な 。 気分 的 に は 霊 から ロラ し て も 良い ん じゃ ない ？ って 感じ だ な 。 灰 吊り する より 、 寡黙 な 能力 者 から 吊っ た 方 が 確実 に 狼 側 も 吊れる し 良い と 思う ん だ よ な 。 霊 ロラ し てる 間 に 寡黙 に 占い 当て て ける し 。 灰 考察 及 も 深まる し 良い ん じゃ ない か と 。 霊 から ロラ する なら 希望 は ▼ ペタ ＞ リナ の 順 で 、 年 は 発言 数 も 少ない し 判断 不能 。 あんまり 時間 の 事 は 言い たく ない が … 老 >> 187 に 同意 。 
 __label__5, ★ 1 d 占い 希望 出さ なかっ た 人 ＞ 昨日 の 時点 で 誰 を 占い たかっ た か ？ 簡単 な 理由 付き で 頼む 。 ★ 神 >> 256 神 は 占い の 編成 を 真 狼 ＞ 真 狂 で 見 てる って 事 か ？ 真 狂 の 編成 の 場合 は ライン も 出来 ない だろ う し 狼 側 が 意図 的 に 作ら ない 以上 ライン も 出来 ない だろ ・ ・ ・ 村 側 が 自ら 初手 で 占い 機能 を 破壊 する メリット が 良く 判ら ない ん だ が … あと 、 消去 法っ て 言っ てる が … 何と 何 を 消去 し た の か 教え て 欲しい 。 
 __label__7, 神父 ＞ 消去 法 は 答え なく て 良い です 。 灰 吊り ＞ 霊 吊り ＞ 占い 吊り の 三 点 で 残っ た の が 占い 吊り って 意味 だ な 。 。 すまん 。 上 の 質問 補足 。 占い 機能 の 破壊 より 霊 能 判定 を 重く 見 てる 理由 が 聞き たい 。 （ 文章 下手 で すんません ｗ ） 
 __label__9, >> 263 私 は 「 寡黙 吊り し たい !!」 っていう 訳 じゃ ない わ よ 。 >> 241 >> 248 に ある よう に 、 今 の 段階 で は 寡黙 が 多 すぎ て 得 られる 情報 量 が 少な すぎる と 思う の 。 寡黙 組 皆 の 名前 を 挙げ て その 人 たち が もっと 発言 → 村 の 情報 量 を 増やす こと によって 、 能力 者 の 真偽 判定 や 灰 考察 に 役立つ ん じゃ ない か って 。 初日 の ● 希望 を 出さ なかっ た 人 も いる し ( 単に 時間 が 合わ なかっ た の かも しれ ない けど ) 皆 の 考え て いる こと を 聞き たい の 。 
 __label__5, まぁ これ は 私 に も 言える こと な ん だ けど … 皆 もっと 喋ろ う よ !!… ちょっと 取り乱し た わ 、 ごめんなさい ｗ 今日 は もう 眠い し 、 また 明日 来る わ 。 ＠ 15 
 __label__9, >> 261 えっ と 票 の 件 に関して は 「 モリ さん を 狂人 と 見れ ば 」 という 程度 の 考え です 。 それ に 説明 を 聞い て 納得 し まし た 。 そう いえ ば 能力 者 の 票 は 入れ ない and 第 一 希望 は 倍 って 言っ て まし た もん ね … すみません 。 ■ 3 . 能力 者 ロラ を し た 時 に 真 真 狼 狼 か 真 真 狼 狂 だ と 思う ん です が 、 真 真 狼 狂 の 場合 残り 狼 が 二 匹 潜伏 と なり ます 。 今 の 村 の 発言 状況 ( 私 が 言え た 義理 で は ない です が ･･･) で 二 回 の 吊り で 二 匹 の 狼 を 出す の は 厳しい 
 __label__5, の で は ない でしょ う か 。 なので 能力 者 ロラ は 反対 です 。 ただ も しする の で あれ ば 当たり前 です が 必ず 両 吊り で お願い し ます 。 こう いっ た 理由 から 私 は 灰 吊り 希望 です 。 吊り は 寡黙 灰 から 、 占い は それ 以外 の 灰 から 選び たい です 。 これ は まぁ 多弁 なら 確定 白 が 出れ ば 大きな 戦力 だ から です ( すごく 当たり前 の 理由 … )。■ 1 と ■ 2 は まだ 考え 中 です 。 
 __label__5, >> 267 促し という こと でしょ う か 、 なら 理解 は できる の です ★ 寡黙 吊り 派 へ 、 F 国 と 同じ 感性 で なんとなく 寡黙 吊り を しよ う と おもっ て いる なら 一旦 立ち止まっ て 考え直し て み て ください 。 現在 霊 が ２ CO です 、 私 に 襲撃 が くる こと は 決め 打ち で も し て もらえ ない かぎり ない と おもい ます 。 つまり ロラ 必須 と も いえ て しまう の です 、 吊り 縄 が 少ない この 村 で 寡黙 吊り を 容易 に できる 余裕 が ある の でしょ う か ？ 
 __label__5, ちょっと 散歩 に 出 たら 迷っ て しまっ た 。 ごめん よ 。 【 モリ 爺 の 白 確 を 確認 】 。 すまん が よろしく 頼む 。 そして ジムゾン 、 議題 提示 ありがとう 。 まずは ■ 3 だ が 。 灰 から 吊っ て 行く に は 手数 も 発言 数 も 厳しい と 思う 。 自分 も 寡黙 吊り に は 抵抗 が ある し 。 だから 霊 か 占 の ロラ を 希望 。 で 、 どちら から 始める か なん だ けど 。 色々 仮定 の 上 で 考え て たら 、 こんな 時間 に ・ ・ ・ 。 
 __label__5, 現時 の 自分 の 想定 は 真 真 狼 狂 。 で 、 CO タイミング から 、 狂 は 占い 騙り と 見 てる 。 あくまで 公算 。 その 構成 で 霊 判定 パターン を 鑑みる と 、 霊 の 方 が まだ 分 が 良い と 思う 。 仮に 占 を 吊っ た 霊 判定 が 両方 得 られ た として 、 狂 が 占 騙り の 前提 だ と 狼 が 吊れ なかっ た 事 しか 分から ない ん だ 。 ロラ に + 3 手 かかる 事 に なる 。 
 __label__5, 一方 、 霊 吊り で 対抗 霊 判定 が 白 だっ た 場合 、 占 の いずれ か が 狼 の 公算 が 高い 。 判定 黒 なら 狼 吊れ た か 残 霊 が 狼 だ ね 。 と 、 いろいろ 突っ込み 所 満載 な の は 百 も 承知 。 だから 是非 指摘 し て もらい たい ん だ 。 特に CO 済み の 4 人 に 。 
 __label__1, それと 読み返し て 気 に なっ た 所 を 質問 さ せ て もらう よ 。 ★ エルナ >> 243 じゃあ 、 パッ パッ と 当て て く 方法 は 、 何 か 考え が ある かい ？ ★ オットー >> 244 で は 寡黙 吊り は 本心 で は ない ん だ ね ？ 発言 が 増え たら 、 能力 者 ロラ 希望 な の かい ？ 
 __label__1, ★ パメラ >> 257 占 ロラ で なく 霊 ロラ 優先 な の は 何故 だい ？ 自分 が 占 だ から って の も ある と 思う けど 、 村 全体 視点 で それ が 有利 だ と 思っ てる 理由 が 聞き たい な 。 ★ ジムゾン >> 256 シモン も >> 266 で 聞い てる けど 、 霊 判定 > 占 結果 な の は なぜ だい ？ それ と 自分 の >> 273 >> 274 に も 言える ん だ けど 、 襲撃 の 可能 性 は 考慮 済み か な ？ 
 __label__9, 最後 に 残り の 議題 。 ■ 1 .▼ 年 ▽ 羊 霊 な の は 前述 の 通り 。 年 優先 な の は >> 217 から 印象 が 変わっ て ない から 。 ★ ペーター 、 説明 を お願い し たい 。 ■ 2 .● 屋 ○ 服 まとめ が 出来 た ので 、 自分 にとって 黒い 人 から 。 屋 は >> 194 の 印象 が そのまま 。 >> 275 へ の 返答 次第 で 再考 し たい けど 。 
 __label__7, 服 は 、 発言 数 が 少ない せい も ある だろ う けど 、 ちょっと 村 へ の 協力 姿勢 が 感じ られ なかっ た ので 。 明日 戻っ たら 灰 考察 し て みる つもり 。 で は 。 
 __label__9, おはよう ござい ます 、 皆様 。 とりあえず 　 つ 【 食パン 】 　 朝 ごはん は やっぱり これ です よ ね 。 ☆>> 258 ＞ 私 、 恥ずかしい から この 質問 は 来 ない よう に 祈っ て た ん です けれど … … 。 ごめんなさい 、 私 この 時点 で 致命 的 な 勘違い を し て い て 、 F 国 の 少 人数 村 と 同じ 構成 だ と 思っ て た ん です … … 。 それで 、 狼 も 二 人 だ と 思っ て い て … … 。 きっと 占い を 狂人 が 騙っ て 、 狼 は 二 潜伏 な ん だろ う なあ と … … 。 ごめんなさい … … 。 
 __label__9, ☆>> 275 ＞ 読み取っ て くる 人 が いる と は 思わ なかっ た です （ 笑 ） 。 ニコラス さん 、 鋭い ん です ね 。 質問 さ れ なく て も 撤回 しよ う と 思っ て い た の です が 、 だんだん 能力 者 さん も 数 人 、 喋る よう に なっ て き た ので 寡黙 吊り は し たく ない です 。 と いう より 、 牽制 の 意味 を 込め て 、 寡黙 吊り の 雰囲気 を 作っ て おき たかっ た という の が 本音 でし て 。 私 は ロラ が 希望 です 。 とりあえず 質問 は これ だけ だっ た か な ？ ちょっと 議事 録 読み込ん で き ます ～ 。 
 __label__5, ■ 3 ． うーん 、 色々 考え て み た ん です けれど 、 両 ロラ って あまり やり たく ない ん です よ ね … … 。 両 ロラ し て 最悪 二 匹 残っ て しまっ た 場合 （ この 可能 性 が 高い です が ） 、 残り 二 手 で 二 匹 を 吊る の は 結構 難しい の で は 、 と 思う の です 。 よって 私 は 「 霊 、 占 どちら に 狼 が 潜ん で いる か （ 両方 なら ラッキー です が ） を 決め うち 、 片方 ロラ 」 を 推奨 し たい と 思い ます 。 いつか は 決め うち する 必要 が あり ます 。 それなら 五分五分 の 賭け を し て おく べき か と 。 
 __label__5, ～ 霊 能 考察 ～ ・カタリナ さん 箱 が 壊れ て しまっ て い た の は さておい て 。 私 の 質問 へ の 応答 も 村 側 の こと を 考え て いる 霊 能 者 として の 回答 。 です が 、 それなり に 切れ そう な 方 な ので 騙っ て いる 可能 性 も 否定 でき ず 、 結果 的 に 真贋 要素 に は 含め ませ ん でし た 。 ようやく 喋る よう に なっ て き た ので 今後 を 見 たい です ね 。 真 ≧ 狼 ＞ 狂 ・ ペーター さん 喋っ て くれ な さ 過ぎ て 困っ て い ます … … 。 何 か 事情 でも あっ た の でしょ う か ？ 
 __label__1, 個人 的 に は 狂人 で は ない か と 。 真 だ と は あまり 考え たく ない 積極 性 です し 、 狼 だ として も ずさん 過ぎ です 。 狂人 なら とりあえず ロラ さえ さ れれ ば 役目 は 果たせ ます から ね 。 名乗り出る こと に 意味 が あっ た の なら 、 あの 態度 も 納得 が いき ます 。 狂 ＞ 狼 ＞ 真 ～ 占い師 考察 ～ ・パメラ さん 引っかかる の は やはり あの CO でしょ う ね 。 自分 が 占い師 で ある こと を 自覚 し て い た の なら 、 対抗 が 出 て いる こと を 確認 し た 上 で 、 
